user_name,package_name,event,days,star_user,fork_user,contributor_user,issue_new_user,issue_closed_user,pl_new_user,pl_closed_user,passby_user,release_user,size_user,star_package,fork_package,contributor_package,issue_new_package,issue_closed_package,pl_new_package,pl_closed_package,passby_package,release_package,size_package,total_change,perfective_change,corrective_change,features_change,nonfunctional_change,unknown_change,possible_vuln,cve
jamiebull1/geomeppy,numpy/numpy,True,60,2,2,7,1,4,5,10,2,1,14,1016,495,666,374,296,442,486,539,4,121,22,1,8,6,6,1,0,0
portfolioplus/pystockfilter,numpy/numpy,True,0,1,2,1,0,0,16,17,0,0,9,1016,495,666,374,296,442,486,539,4,121,10,0,1,7,1,1,0,0
freqtrade/freqtrade,numpy/numpy,True,4,649,233,159,189,198,222,227,124,2,87,1016,495,666,374,296,442,486,539,4,121,10,0,1,7,1,1,0,0
dwavesystems/dwave-tabu,numpy/numpy,True,160,1,0,4,2,4,3,3,1,1,22,1016,495,666,374,296,442,486,539,4,121,10,0,1,7,1,1,0,0
sonic182/aioload,numpy/numpy,True,187,0,0,1,0,0,16,14,0,0,278,1016,495,666,374,296,442,486,539,4,121,10,0,1,7,1,1,0,0
fcollman/EMAnnotationSchemas,numpy/numpy,True,308,0,0,0,0,0,0,0,0,0,13,1016,495,666,374,296,442,486,539,4,121,10,0,1,7,1,1,0,0
airinnova/ambiance,numpy/numpy,True,270,2,0,2,1,1,0,0,2,1,21,1016,495,666,374,296,442,486,539,4,121,10,0,1,7,1,1,0,0
airinnova/commonlibs,numpy/numpy,True,281,0,1,1,0,1,0,0,0,3,18,1016,495,666,374,296,442,486,539,4,121,10,0,1,7,1,1,0,0
airinnova/framat,numpy/numpy,True,169,1,2,1,0,2,0,0,0,7,21,1016,495,666,374,296,442,486,539,4,121,10,0,1,7,1,1,0,0
Windsooon/cherry,numpy/numpy,True,748,16,3,4,1,3,0,0,4,1,18,1016,495,666,374,296,442,486,539,4,121,10,0,1,7,1,1,0,0
libratom/libratom,numpy/numpy,True,44,4,1,4,2,3,6,5,1,7,55,1016,495,666,374,296,442,486,539,4,121,10,0,1,7,1,1,0,0
kivy-garden/zbarcam,numpy/numpy,False,940,5,2,5,4,2,2,3,4,1,1311,1016,495,666,374,296,442,486,539,4,121,10,0,1,7,1,1,0,0
swift-nav/piksi_tools,numpy/numpy,True,721,0,0,6,0,0,15,23,2,0,141,1016,495,666,374,296,442,486,539,4,121,1131,156,274,352,296,53,0,0
wikimedia/revscoring,numpy/numpy,True,760,3,1,5,0,1,13,12,2,6,37,1016,495,666,374,296,442,486,539,4,121,1131,156,274,352,296,53,0,0
anthonybloomer/nrql-simple,numpy/numpy,False,924,0,0,0,0,0,0,0,0,1,17,1016,495,666,374,296,442,486,539,4,121,1131,156,274,352,296,53,0,0
portfolioplus/pystockfilter,numpy/numpy,True,2,1,2,1,0,0,16,17,0,0,9,1016,495,666,374,296,442,486,539,4,121,1131,156,274,352,296,53,0,0
freqtrade/freqtrade,numpy/numpy,True,2,649,233,159,189,198,222,227,124,2,87,1016,495,666,374,296,442,486,539,4,121,1131,156,274,352,296,53,0,0
Topl/LokiPy,numpy/numpy,True,494,0,0,0,0,0,0,0,0,0,29,1016,495,666,374,296,442,486,539,4,121,1131,156,274,352,296,53,0,0
airinnova/airfoils,numpy/numpy,True,732,3,1,1,1,0,0,0,1,1,19,1016,495,666,374,296,442,486,539,4,121,1131,156,274,352,296,53,0,0
armbrustlab/seaflowpy,numpy/numpy,True,13,0,0,0,0,0,0,0,0,0,121,1016,495,666,374,296,442,486,539,4,121,1131,156,274,352,296,53,0,0
bartromgens/geojsoncontour,numpy/numpy,True,6,3,3,5,1,0,2,2,5,1,6,1016,495,666,374,296,442,486,539,4,121,1131,156,274,352,296,53,0,0
hdmf-dev/hdmf,numpy/numpy,True,27,3,0,14,28,19,42,46,4,3,109,1016,495,666,374,296,442,486,539,4,121,1131,156,274,352,296,53,0,0
molssi-seamm/seamm,numpy/numpy,True,588,0,0,4,0,0,5,5,4,5,104,1016,495,666,374,296,442,486,539,4,121,1131,156,274,352,296,53,0,0
AberystwythSystemsBiology/dimedbpy,numpy/numpy,True,70,0,0,0,0,0,0,0,0,0,9,1016,495,666,374,296,442,486,539,4,121,1131,156,274,352,296,53,0,0
airinnova/pytornado,numpy/numpy,True,158,2,2,1,1,0,0,0,0,0,25,1016,495,666,374,296,442,486,539,4,121,1131,156,274,352,296,53,0,0
ThanasisMattas/mattflow,numpy/numpy,True,732,0,0,0,0,0,0,0,0,0,42,1016,495,666,374,296,442,486,539,4,121,1131,156,274,352,296,53,0,0
SpiNNakerManchester/PACMAN,numpy/numpy,True,136,0,1,6,0,0,10,8,1,0,37,1039,417,591,274,314,399,408,422,2,124,58,4,19,18,16,1,0,2
portfolioplus/pystockfilter,numpy/numpy,True,1,3,0,1,1,1,12,11,0,0,12,1039,417,591,274,314,399,408,422,2,124,58,4,19,18,16,1,0,2
freqtrade/freqtrade,numpy/numpy,True,5,518,178,127,130,157,133,138,84,4,87,1039,417,591,274,314,399,408,422,2,124,58,4,19,18,16,1,0,2
bartromgens/geojsoncontour,numpy/numpy,True,701,1,1,1,1,0,0,0,1,0,6,1039,417,591,274,314,399,408,422,2,124,58,4,19,18,16,1,0,2
jamiebull1/geomeppy,numpy/numpy,True,12,3,2,5,3,0,6,6,3,0,14,1039,417,591,274,314,399,408,422,2,124,58,4,19,18,16,1,0,2
armbrustlab/seaflowpy,numpy/numpy,True,10,0,0,0,0,0,0,0,0,0,121,1039,417,591,274,314,399,408,422,2,124,58,4,19,18,16,1,0,2
hdmf-dev/hdmf,numpy/numpy,True,141,1,1,8,12,8,21,22,1,4,113,1039,417,591,274,314,399,408,422,2,124,58,4,19,18,16,1,0,2
libratom/libratom,numpy/numpy,True,98,4,2,8,4,5,4,3,4,4,56,1039,417,591,274,314,399,408,422,2,124,58,4,19,18,16,1,0,2
portfolioplus/pystockfilter,numpy/numpy,True,1,3,0,1,1,1,12,11,0,0,12,1039,417,591,274,314,399,408,422,2,124,23,2,7,8,6,0,0,0
freqtrade/freqtrade,numpy/numpy,True,4,518,178,127,130,157,133,138,84,4,87,1039,417,591,274,314,399,408,422,2,124,23,2,7,8,6,0,0,0
armbrustlab/seaflowpy,numpy/numpy,True,167,0,0,0,0,0,0,0,0,0,121,1039,417,591,274,314,399,408,422,2,124,23,2,7,8,6,0,0,0
clbarnes/smalldataviewer,numpy/numpy,False,842,0,0,1,0,0,17,12,0,0,13,1039,417,591,274,314,399,408,422,2,124,23,2,7,8,6,0,0,0
jamiebull1/geomeppy,numpy/numpy,True,53,3,2,5,3,0,6,6,3,0,14,1039,417,591,274,314,399,408,422,2,124,23,2,7,8,6,0,0,0
alteryx/snakeplane,numpy/numpy,True,650,2,0,1,0,0,2,2,1,0,202,1039,417,591,274,314,399,408,422,2,124,23,2,7,8,6,0,0,0
bitromortac/lndmanage,numpy/numpy,False,842,9,0,4,3,0,2,3,2,1,88,1039,417,591,274,314,399,408,422,2,124,23,2,7,8,6,0,0,0
ChenghaoMou/touchbar-lyric,numpy/numpy,False,842,8,3,2,1,1,0,0,1,9,42,1039,417,591,274,314,399,408,422,2,124,23,2,7,8,6,0,0,0
AberystwythSystemsBiology/dimedbpy,numpy/numpy,True,650,0,0,2,0,1,1,1,2,1,14,1039,417,591,274,314,399,408,422,2,124,23,2,7,8,6,0,0,0
Koheron/koheron-sdk,numpy/numpy,True,197,2,1,5,1,3,1,1,1,0,21,1039,417,591,274,314,399,408,422,2,124,23,2,7,8,6,0,0,0
stephantul/reach,numpy/numpy,True,784,0,0,1,1,1,6,4,1,0,4,1039,417,591,274,314,399,408,422,2,124,23,2,7,8,6,0,0,0
PrincetonUniversity/PsyNeuLink,numpy/numpy,True,0,8,1,9,7,0,88,83,2,10,121,992,425,598,254,203,433,489,480,2,201,32,2,10,11,9,0,0,0
stephantul/reach,numpy/numpy,True,735,1,0,0,0,0,0,0,0,0,4,992,425,598,254,203,433,489,480,2,201,32,2,10,11,9,0,0,0
portfolioplus/pystockfilter,numpy/numpy,True,0,3,2,2,0,0,11,11,1,0,12,992,425,598,254,203,433,489,480,2,201,32,2,10,11,9,0,0,0
freqtrade/freqtrade,numpy/numpy,True,4,1116,249,137,146,161,166,171,98,3,90,992,425,598,254,203,433,489,480,2,201,32,2,10,11,9,0,0,0
BlockScience/cadCAD,numpy/numpy,True,301,0,0,0,0,0,0,0,0,0,22,992,425,598,254,203,433,489,480,2,201,32,2,10,11,9,0,0,0
EltonChou/EorzeaEnv,numpy/numpy,True,663,0,0,0,0,0,0,0,0,2,8,992,425,598,254,203,433,489,480,2,201,32,2,10,11,9,0,0,0
libratom/libratom,numpy/numpy,True,49,3,0,7,2,3,6,7,2,6,61,992,425,598,254,203,433,489,480,2,201,32,2,10,11,9,0,0,0
bmeyers/StatisticalClearSky,numpy/numpy,True,604,0,0,0,0,0,0,0,0,2,33,992,425,598,254,203,433,489,480,2,201,32,2,10,11,9,0,0,0
PrincetonUniversity/PsyNeuLink,numpy/numpy,True,2,8,1,9,7,0,88,83,2,10,121,992,425,598,254,203,433,489,480,2,201,8,0,1,4,3,0,0,0
AirtestProject/Airtest,numpy/numpy,True,515,261,53,49,32,8,5,5,38,2,4070,992,425,598,254,203,433,489,480,2,201,8,0,1,4,3,0,0,0
portfolioplus/pystockfilter,numpy/numpy,True,19,3,2,2,0,0,11,11,1,0,12,992,425,598,254,203,433,489,480,2,201,8,0,1,4,3,0,0,0
jamiebull1/geomeppy,numpy/numpy,True,638,0,1,6,4,1,4,2,4,0,14,992,425,598,254,203,433,489,480,2,201,8,0,1,4,3,0,0,0
freqtrade/freqtrade,numpy/numpy,True,7,1116,249,137,146,161,166,171,98,3,90,992,425,598,254,203,433,489,480,2,201,8,0,1,4,3,0,0,0
mrooney/mintapi,numpy/numpy,False,789,45,12,14,7,4,5,5,10,0,15,992,425,598,254,203,433,489,480,2,201,8,0,1,4,3,0,0,0
hdmf-dev/hdmf,numpy/numpy,True,247,2,4,12,29,22,44,46,5,1,122,992,425,598,254,203,433,489,480,2,201,8,0,1,4,3,0,0,0
vitroid/GenIce,numpy/numpy,True,141,3,2,0,0,0,0,0,0,0,1405,992,425,598,254,203,433,489,480,2,201,8,0,1,4,3,0,0,0
PrincetonUniversity/PsyNeuLink,numpy/numpy,True,1,7,2,14,8,6,111,103,6,6,123,990,431,542,243,196,353,392,424,4,204,30,2,14,8,5,1,0,0
freqtrade/freqtrade,numpy/numpy,True,3,2886,536,286,310,315,191,190,251,3,90,990,431,542,243,196,353,392,424,4,204,30,2,14,8,5,1,0,0
dwavesystems/dimod,numpy/numpy,True,315,8,2,14,11,2,31,26,6,4,21,990,431,542,243,196,353,392,424,4,204,30,2,14,8,5,1,0,0
dwavesystems/dwave-tabu,numpy/numpy,True,346,2,0,5,1,4,2,3,0,0,20,990,431,542,243,196,353,392,424,4,204,30,2,14,8,5,1,0,0
FilippoBovo/robustats,numpy/numpy,True,533,1,1,3,1,1,0,0,1,0,8,990,431,542,243,196,353,392,424,4,204,30,2,14,8,5,1,0,0
airinnova/framat,numpy/numpy,True,51,1,0,0,0,0,0,0,0,1,21,990,431,542,243,196,353,392,424,4,204,30,2,14,8,5,1,0,0
portfolioplus/pystockfilter,numpy/numpy,True,1,4,0,1,0,0,10,6,0,0,12,990,431,542,243,196,353,392,424,4,204,30,2,14,8,5,1,0,0
airinnova/pytornado,numpy/numpy,True,49,3,0,1,0,0,2,3,1,0,25,990,431,542,243,196,353,392,424,4,204,30,2,14,8,5,1,0,0
dwavesystems/dwave-system,numpy/numpy,True,351,5,4,8,8,1,6,6,2,1,19,990,431,542,243,196,353,392,424,4,204,30,2,14,8,5,1,0,0
sonic182/aioload,numpy/numpy,True,533,0,0,1,0,0,23,15,0,0,278,990,431,542,243,196,353,392,424,4,204,30,2,14,8,5,1,0,0
ARM-software/workload-automation,numpy/numpy,True,580,2,6,5,2,2,10,9,3,0,20,990,431,542,243,196,353,392,424,4,204,30,2,14,8,5,1,0,0
libratom/libratom,numpy/numpy,True,2,9,0,5,3,2,5,5,2,5,62,990,431,542,243,196,353,392,424,4,204,30,2,14,8,5,1,0,0
timothyb0912/pylogit,numpy/numpy,False,725,9,4,5,4,0,3,1,4,0,16,990,431,542,243,196,353,392,424,4,204,30,2,14,8,5,1,0,0
roclark/sportsreference,numpy/numpy,True,2,5,1,8,2,1,5,25,1,0,19,990,431,542,243,196,353,392,424,4,204,30,2,14,8,5,1,0,0
foarsitter/decide-exchange-model,numpy/numpy,False,725,0,0,0,0,0,0,0,0,0,43,990,431,542,243,196,353,392,424,4,204,30,2,14,8,5,1,0,0
PrincetonUniversity/PsyNeuLink,numpy/numpy,True,16,7,2,14,8,6,111,103,6,6,123,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
DeepanshS/MRsimulator,numpy/numpy,True,84,0,0,0,0,0,0,0,0,0,56,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
dmlc/gluon-nlp,numpy/numpy,False,700,57,10,27,23,6,57,55,11,0,54,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
HazyResearch/snorkel,numpy/numpy,True,438,0,0,0,0,0,0,0,0,0,48,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
mlrun/mlrun,numpy/numpy,True,296,66,21,28,8,6,203,203,14,4,85,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
wikimedia/revscoring,numpy/numpy,False,700,3,3,2,0,0,3,4,0,3,37,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
QCoDeS/Qcodes,numpy/numpy,True,2,12,15,26,15,11,283,293,13,3,119,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
ktmeaton/NCBImeta,numpy/numpy,True,348,3,0,3,0,0,3,2,2,1,134,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
portfolioplus/pystockfilter,numpy/numpy,True,4,4,0,1,0,0,10,6,0,0,12,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
roclark/sportsreference,numpy/numpy,True,394,5,1,8,2,1,5,25,1,0,19,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
libratom/libratom,numpy/numpy,True,10,9,0,5,3,2,5,5,2,5,62,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
freqtrade/freqtrade,numpy/numpy,True,1,2886,536,286,310,315,191,190,251,3,90,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
1200wd/bitcoinlib,numpy/numpy,True,2,32,7,17,16,17,3,3,12,2,68,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
sharebook-kr/pykrx,numpy/numpy,True,508,68,26,29,28,21,3,2,26,12,53,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
botfg/BotDr,numpy/numpy,False,700,0,0,0,0,0,0,0,0,1,16,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
sharebook-kr/pybithumb,numpy/numpy,True,508,18,9,9,4,3,2,2,8,7,6,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
airinnova/commonlibs,numpy/numpy,True,24,0,0,0,0,0,0,0,0,3,18,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
anibali/pywebp,numpy/numpy,False,700,3,0,3,1,0,0,0,2,0,5,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
arosenfeld/immunedb,numpy/numpy,True,508,0,0,2,1,1,0,0,1,0,33,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
abraia/abraia-python,numpy/numpy,True,367,0,0,0,0,0,0,0,0,0,30,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
BlockScience/cadCAD,numpy/numpy,True,508,0,0,0,0,0,0,0,0,0,22,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
dwavesystems/dimod,numpy/numpy,True,447,8,2,14,11,2,31,26,6,4,21,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
Nikolay-Lysenko/rl-musician,numpy/numpy,False,700,0,0,1,0,0,1,0,1,1,8,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
jonasrauber/eagerpy,numpy/numpy,False,700,35,1,5,3,2,1,1,3,0,18,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
dwavesystems/dwave-tabu,numpy/numpy,False,700,2,0,5,1,4,2,3,0,0,20,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
dwavesystems/dwave-system,numpy/numpy,True,465,5,4,8,8,1,6,6,2,1,19,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
IntegriChain1/s3parq,numpy/numpy,True,508,1,1,3,0,0,1,2,3,1,13,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
ast0815/remu,numpy/numpy,True,474,0,0,4,1,0,1,1,2,0,79,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
GuardianGH/scrapydartx,numpy/numpy,False,700,0,0,0,0,0,0,0,0,0,29,990,431,542,243,196,353,392,424,4,204,1954,266,483,715,419,71,2,0
freqtrade/freqtrade,numpy/numpy,True,1,2886,536,286,310,315,191,190,251,3,90,990,431,542,243,196,353,392,424,4,204,43,2,12,18,11,0,0,0
1200wd/bitcoinlib,numpy/numpy,True,1,32,7,17,16,17,3,3,12,2,68,990,431,542,243,196,353,392,424,4,204,43,2,12,18,11,0,0,0
portfolioplus/pystockfilter,numpy/numpy,True,6,4,0,1,0,0,10,6,0,0,12,990,431,542,243,196,353,392,424,4,204,43,2,12,18,11,0,0,0
libratom/libratom,numpy/numpy,True,69,9,0,5,3,2,5,5,2,5,62,990,431,542,243,196,353,392,424,4,204,43,2,12,18,11,0,0,0
dwavesystems/dwave-system,numpy/numpy,True,628,5,4,8,8,1,6,6,2,1,19,990,431,542,243,196,353,392,424,4,204,43,2,12,18,11,0,0,0
PrincetonUniversity/PsyNeuLink,numpy/numpy,True,3,7,2,14,8,6,111,103,6,6,123,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
1200wd/bitcoinlib,numpy/numpy,True,327,32,7,17,16,17,3,3,12,2,68,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
berceanu/prepic,numpy/numpy,True,553,0,0,1,0,0,31,30,0,0,17,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
berceanu/sliceplots,numpy/numpy,True,452,0,1,1,0,0,29,28,0,0,16,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
freqtrade/freqtrade,numpy/numpy,True,2,2886,536,286,310,315,191,190,251,3,90,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
portfolioplus/pystockfilter,numpy/numpy,True,2,4,0,1,0,0,10,6,0,0,12,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
airinnova/pytornado,numpy/numpy,True,452,3,0,1,0,0,2,3,1,0,25,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
airinnova/commonlibs,numpy/numpy,True,452,0,0,0,0,0,0,0,0,3,18,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
armbrustlab/seaflowpy,numpy/numpy,True,95,0,0,0,0,0,0,0,0,1,122,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
airinnova/framat,numpy/numpy,True,69,1,0,0,0,0,0,0,0,1,21,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
airinnova/ambiance,numpy/numpy,True,547,1,1,3,0,0,1,1,3,2,23,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
ska-sa/spead2,numpy/numpy,True,332,0,0,3,1,1,1,1,2,1,86,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
openstax/response-validator,numpy/numpy,True,257,0,0,3,0,0,1,2,2,0,121,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
sharebook-kr/pyupbit,numpy/numpy,True,404,45,24,8,5,2,4,3,7,7,24,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
sweetpea-org/sweetpea-py,numpy/numpy,False,644,1,0,4,3,1,4,4,4,2,10,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
djsilva99/heatrapy,numpy/numpy,True,383,3,0,2,0,1,3,3,2,2,5,990,431,542,243,196,353,392,424,4,204,51,2,21,12,13,3,0,0
PrincetonUniversity/PsyNeuLink,numpy/numpy,True,2,3,0,13,7,6,89,87,1,3,124,936,423,514,255,215,405,405,396,2,208,48,3,16,10,13,6,0,0
freqtrade/freqtrade,numpy/numpy,True,7,2150,626,338,330,345,235,235,267,3,92,936,423,514,255,215,405,405,396,2,208,48,3,16,10,13,6,0,0
portfolioplus/pystockfilter,numpy/numpy,True,5,0,0,2,0,0,15,12,1,0,12,936,423,514,255,215,405,405,396,2,208,48,3,16,10,13,6,0,0
inside-track/dtspec,numpy/numpy,False,600,9,1,4,2,2,7,8,4,2,58,936,423,514,255,215,405,405,396,2,208,48,3,16,10,13,6,0,0
iddocohen/vcoclient,numpy/numpy,True,408,1,2,3,0,0,3,0,3,0,79,936,423,514,255,215,405,405,396,2,208,48,3,16,10,13,6,0,0
libratom/libratom,numpy/numpy,True,14,3,2,7,1,1,7,7,3,5,62,936,423,514,255,215,405,405,396,2,208,48,3,16,10,13,6,0,0
OasisLMF/oasislmf,numpy/numpy,True,430,0,0,0,0,0,0,0,0,6,94,936,423,514,255,215,405,405,396,2,208,48,3,16,10,13,6,0,0
agu3rra/volpy,numpy/numpy,True,238,1,2,1,0,0,1,1,1,1,48,936,423,514,255,215,405,405,396,2,208,48,3,16,10,13,6,0,0
alison-carrera/mabalgs,numpy/numpy,True,408,9,1,1,0,0,1,1,1,2,972,936,423,514,255,215,405,405,396,2,208,48,3,16,10,13,6,0,0
molssi-seamm/seamm,numpy/numpy,True,264,0,0,5,0,0,8,8,1,4,104,936,423,514,255,215,405,405,396,2,208,48,3,16,10,13,6,0,0
PrincetonUniversity/PsyNeuLink,numpy/numpy,True,4,3,0,13,7,6,89,87,1,3,124,936,423,514,255,215,405,405,396,2,208,1825,203,392,725,430,75,0,0
openfisca/openfisca-core,numpy/numpy,False,560,3,2,13,15,6,20,14,4,10,174,936,423,514,255,215,405,405,396,2,208,1825,203,392,725,430,75,0,0
slundberg/shap,numpy/numpy,True,276,993,158,249,104,21,18,2,216,0,62,936,423,514,255,215,405,405,396,2,208,1825,203,392,725,430,75,0,0
HazyResearch/snorkel,numpy/numpy,True,298,0,0,0,0,0,0,0,0,0,48,936,423,514,255,215,405,405,396,2,208,1825,203,392,725,430,75,0,0
swissdatasciencecenter/renku-python,numpy/numpy,True,216,0,0,0,0,0,0,0,0,11,168,936,423,514,255,215,405,405,396,2,208,1825,203,392,725,430,75,0,0
QCoDeS/Qcodes,numpy/numpy,True,4,21,19,35,11,8,269,275,16,3,116,936,423,514,255,215,405,405,396,2,208,1825,203,392,725,430,75,0,0
molssi-seamm/seamm,numpy/numpy,True,224,0,0,5,0,0,8,8,1,4,104,936,423,514,255,215,405,405,396,2,208,1825,203,392,725,430,75,0,0
portfolioplus/pystockfilter,numpy/numpy,True,556,0,0,2,0,0,15,12,1,0,12,936,423,514,255,215,405,405,396,2,208,1825,203,392,725,430,75,0,0
freqtrade/freqtrade,numpy/numpy,True,9,2150,626,338,330,345,235,235,267,3,92,936,423,514,255,215,405,405,396,2,208,1825,203,392,725,430,75,0,0
ktmeaton/NCBImeta,numpy/numpy,True,208,0,1,2,0,0,1,3,0,2,135,936,423,514,255,215,405,405,396,2,208,1825,203,392,725,430,75,0,0
libratom/libratom,numpy/numpy,True,32,3,2,7,1,1,7,7,3,5,62,936,423,514,255,215,405,405,396,2,208,1825,203,392,725,430,75,0,0
airinnova/framat,numpy/numpy,True,368,1,0,0,0,0,0,0,0,1,21,936,423,514,255,215,405,405,396,2,208,1825,203,392,725,430,75,0,0
OasisLMF/oasislmf,numpy/numpy,True,390,0,0,0,0,0,0,0,0,6,94,936,423,514,255,215,405,405,396,2,208,1825,203,392,725,430,75,0,0
PrincetonUniversity/PsyNeuLink,numpy/numpy,True,2,0,0,8,1,0,51,53,0,2,126,919,453,490,212,190,380,400,385,2,212,66,4,29,17,16,0,2,0
XanaduAI/pennylane,numpy/numpy,True,519,0,0,0,0,0,0,0,0,2,31,919,453,490,212,190,380,400,385,2,212,66,4,29,17,16,0,2,0
freqtrade/freqtrade,numpy/numpy,True,1,3427,494,269,216,234,194,197,208,3,76,919,453,490,212,190,380,400,385,2,212,66,4,29,17,16,0,2,0
armbrustlab/seaflowpy,numpy/numpy,True,105,0,0,0,0,0,0,0,0,3,121,919,453,490,212,190,380,400,385,2,212,66,4,29,17,16,0,2,0
hdmf-dev/hdmf,numpy/numpy,True,12,1,0,9,16,9,19,18,3,3,135,919,453,490,212,190,380,400,385,2,212,66,4,29,17,16,0,2,0
libratom/libratom,numpy/numpy,True,52,3,2,6,1,3,9,9,1,2,60,919,453,490,212,190,380,400,385,2,212,66,4,29,17,16,0,2,0
PaddlePaddle/RLSchool,numpy/numpy,True,339,23,3,5,1,0,3,2,2,0,14,919,453,490,212,190,380,400,385,2,212,66,4,29,17,16,0,2,0
elixir-europe/TEStribute,numpy/numpy,True,345,0,0,0,0,0,0,0,0,0,44,919,453,490,212,190,380,400,385,2,212,66,4,29,17,16,0,2,0
djsilva99/heatrapy,numpy/numpy,True,339,5,0,2,1,0,1,1,2,0,5,919,453,490,212,190,380,400,385,2,212,66,4,29,17,16,0,2,0
PrincetonUniversity/PsyNeuLink,numpy/numpy,True,3,0,0,8,1,0,51,53,0,2,126,919,453,490,212,190,380,400,385,2,212,50,5,9,22,14,0,0,0
freqtrade/freqtrade,numpy/numpy,True,1,3427,494,269,216,234,194,197,208,3,76,919,453,490,212,190,380,400,385,2,212,50,5,9,22,14,0,0,0
hdmf-dev/hdmf,numpy/numpy,True,100,1,0,9,16,9,19,18,3,3,135,919,453,490,212,190,380,400,385,2,212,50,5,9,22,14,0,0,0
PrincetonUniversity/PsyNeuLink,numpy/numpy,True,3,3,3,10,6,2,107,99,3,1,127,788,428,509,202,276,298,319,397,4,215,23,2,6,7,7,1,0,0
freqtrade/freqtrade,numpy/numpy,True,4,2713,552,258,223,234,151,156,210,3,76,788,428,509,202,276,298,319,397,4,215,23,2,6,7,7,1,0,0
libratom/libratom,numpy/numpy,True,62,1,0,3,1,0,1,1,1,2,60,788,428,509,202,276,298,319,397,4,215,23,2,6,7,7,1,0,0
1200wd/bitcoinlib,numpy/numpy,True,119,40,9,12,7,7,13,7,9,3,69,788,428,509,202,276,298,319,397,4,215,23,2,6,7,7,1,0,0
Topl/LokiPy,numpy/numpy,True,240,0,0,0,0,0,0,0,0,0,30,788,428,509,202,276,298,319,397,4,215,23,2,6,7,7,1,0,0
PrincetonUniversity/PsyNeuLink,numpy/numpy,True,266,3,3,10,6,2,107,99,3,1,127,788,428,509,202,276,298,319,397,4,215,26,1,15,4,6,0,0,0
freqtrade/freqtrade,numpy/numpy,True,4,2713,552,258,223,234,151,156,210,3,76,788,428,509,202,276,298,319,397,4,215,26,1,15,4,6,0,0,0
armbrustlab/seaflowpy,numpy/numpy,True,111,0,0,0,0,0,0,0,0,3,121,788,428,509,202,276,298,319,397,4,215,26,1,15,4,6,0,0,0
Mentalab-hub/explorepy,numpy/numpy,False,377,1,1,3,0,0,8,7,0,1,35,788,428,509,202,276,298,319,397,4,215,29,1,9,11,8,0,0,0
