user_name,package_name,event,days,star_user,fork_user,contributor_user,issue_new_user,pl_new_user,release_user,release_package,cve,is_web,has_cve,star_user_log10,fork_user_log10,contributor_user_log10,issue_new_user_log10,pl_new_user_log10,release_user_log10,release_package_log10
jamiebull1/geomeppy,matplotlib/matplotlib,1,80,3,2,5,3,6,0,2,0,0,0,0.602059991,0.477121255,0.77815125,0.602059991,0.84509804,0,0.477121255
jamiebull1/geomeppy,matplotlib/matplotlib,1,98,3,0,2,0,2,0,2,0,0,0,0.602059991,0,0.477121255,0,0.477121255,0,0.477121255
javiljoen/lttb.py,aaa_numpy/numpy,0,1095,0,1,3,1,1,1,3,0,0,0,0,0.301029996,0.602059991,0.301029996,0.301029996,0.301029996,0.602059991
javipalanca/spade,aio-libs/aiohttp,0,102,2,3,2,0,1,0,2,0,0,0,0.477121255,0.602059991,0.477121255,0,0.301029996,0,0.477121255
jdoepfert/roipoly.py,aaa_numpy/numpy,0,192,2,2,1,0,1,0,3,0,0,0,0.477121255,0.477121255,0.301029996,0,0.301029996,0,0.602059991
jdoepfert/roipoly.py,aaa_numpy/numpy,0,351,2,1,1,0,1,0,3,1,0,1,0.477121255,0.301029996,0.301029996,0,0.301029996,0,0.602059991
jdoepfert/roipoly.py,aaa_numpy/numpy,1,732,5,0,1,0,0,0,4,0,0,0,0.77815125,0,0.301029996,0,0,0,0.698970004
jdoepfert/roipoly.py,aaa_numpy/numpy,1,827,4,1,6,1,1,0,3,0,0,0,0.698970004,0.301029996,0.84509804,0.301029996,0.301029996,0,0.602059991
jpmml/sklearn2pmml,aaa_numpy/numpy,0,263,20,4,13,13,1,9,3,0,0,0,1.322219295,0.698970004,1.146128036,1.146128036,0.301029996,1,0.602059991
jpmml/sklearn2pmml,aaa_numpy/numpy,0,366,16,2,8,3,1,5,4,0,0,0,1.230448921,0.477121255,0.954242509,0.602059991,0.301029996,0.77815125,0.698970004
jpmml/sklearn2pmml,pandas-dev/pandas,1,475,29,1,10,14,0,6,4,0,0,0,1.477121255,0.301029996,1.041392685,1.176091259,0,0.84509804,0.698970004
jpmml/sklearn2pmml,pandas-dev/pandas,1,532,29,1,10,14,0,6,4,0,0,0,1.477121255,0.301029996,1.041392685,1.176091259,0,0.84509804,0.698970004
jstutters/pyunc,aaa_numpy/numpy,0,192,0,0,1,0,1,0,3,0,0,0,0,0,0.301029996,0,0.301029996,0,0.602059991
jupyterhub/traefik-proxy,aio-libs/aiohttp,1,117,2,3,3,0,2,0,5,0,0,0,0.477121255,0.602059991,0.602059991,0,0.477121255,0,0.77815125
jupyterhub/traefik-proxy,aio-libs/aiohttp,1,129,2,3,3,0,2,0,5,0,0,0,0.477121255,0.602059991,0.602059991,0,0.477121255,0,0.77815125
kayak/fireant,pandas-dev/pandas,1,276,3,1,5,0,35,31,3,0,0,0,0.602059991,0.301029996,0.77815125,0,1.556302501,1.505149978,0.602059991
kithomak/pytsmp,aaa_numpy/numpy,0,192,0,0,1,0,1,0,3,0,0,0,0,0,0.301029996,0,0.301029996,0,0.602059991
kivy-garden/zbarcam,aaa_numpy/numpy,0,924,5,2,5,4,2,1,4,0,0,0,0.77815125,0.477121255,0.77815125,0.698970004,0.477121255,0.301029996,0.698970004
kivy-garden/zbarcam,aaa_numpy/numpy,0,940,5,2,5,4,2,1,4,0,0,0,0.77815125,0.477121255,0.77815125,0.698970004,0.477121255,0.301029996,0.698970004
kumparan/nlp-id,scikit-learn/scikit-learn,0,23,4,1,1,0,1,1,2,0,0,0,0.698970004,0.301029996,0.301029996,0,0.301029996,0.301029996,0.477121255
kyocum/disdat,aaa_numpy/numpy,0,192,0,0,1,0,1,1,3,0,0,0,0,0,0.301029996,0,0.301029996,0.301029996,0.602059991
kyocum/disdat,aaa_numpy/numpy,0,225,0,0,1,0,1,1,3,0,0,0,0,0,0.301029996,0,0.301029996,0.301029996,0.602059991
kyocum/disdat,pandas-dev/pandas,0,191,0,0,1,0,1,1,2,0,0,0,0,0,0.301029996,0,0.301029996,0.301029996,0.477121255
lamoreauxlab/srpenergy-api-client-python,aio-libs/aiohttp,0,102,1,0,2,3,0,0,2,0,0,0,0.301029996,0,0.477121255,0.602059991,0,0,0.477121255
lbolla/EMpy,aaa_numpy/numpy,1,165,11,1,2,1,0,0,3,0,0,0,1.079181246,0.301029996,0.477121255,0.301029996,0,0,0.602059991
lbolla/EMpy,aaa_numpy/numpy,1,304,7,3,4,0,3,0,3,0,0,0,0.903089987,0.602059991,0.698970004,0,0.602059991,0,0.602059991
lbolla/EMpy,matplotlib/matplotlib,1,215,11,1,2,1,0,0,1,0,0,0,1.079181246,0.301029996,0.477121255,0.301029996,0,0,0.301029996
libratom/libratom,aaa_numpy/numpy,1,11,3,2,9,2,8,8,4,0,0,0,0.602059991,0.477121255,1,0.477121255,0.954242509,0.954242509,0.698970004
libratom/libratom,aaa_numpy/numpy,1,14,3,2,7,1,7,5,2,0,0,0,0.602059991,0.477121255,0.903089987,0.301029996,0.903089987,0.77815125,0.477121255
libratom/libratom,aaa_numpy/numpy,1,16,4,0,4,10,18,24,3,0,0,0,0.698970004,0,0.698970004,1.041392685,1.278753601,1.397940009,0.602059991
libratom/libratom,aaa_numpy/numpy,1,18,6,0,4,2,0,2,3,0,0,0,0.84509804,0,0.698970004,0.477121255,0,0.477121255,0.602059991
libratom/libratom,aaa_numpy/numpy,1,19,4,1,4,2,6,7,4,0,0,0,0.698970004,0.301029996,0.698970004,0.477121255,0.84509804,0.903089987,0.698970004
libratom/libratom,aaa_numpy/numpy,1,2,9,0,5,3,5,5,4,0,0,0,1,0,0.77815125,0.602059991,0.77815125,0.77815125,0.698970004
libratom/libratom,aaa_numpy/numpy,1,24,4,0,4,10,18,24,3,0,0,0,0.698970004,0,0.698970004,1.041392685,1.278753601,1.397940009,0.602059991
libratom/libratom,aaa_numpy/numpy,1,28,4,1,4,2,6,7,4,0,0,0,0.698970004,0.301029996,0.698970004,0.477121255,0.84509804,0.903089987,0.698970004
libratom/libratom,aaa_numpy/numpy,1,44,4,1,4,2,6,7,4,0,0,0,0.698970004,0.301029996,0.698970004,0.477121255,0.84509804,0.903089987,0.698970004
libratom/libratom,aaa_numpy/numpy,1,49,3,0,7,2,6,6,2,0,0,0,0.602059991,0,0.903089987,0.477121255,0.84509804,0.84509804,0.477121255
libratom/libratom,aaa_numpy/numpy,1,5,5,1,6,2,4,5,3,0,0,0,0.77815125,0.301029996,0.84509804,0.477121255,0.698970004,0.77815125,0.602059991
libratom/libratom,aaa_numpy/numpy,1,52,3,2,6,1,9,2,2,0,0,0,0.602059991,0.477121255,0.84509804,0.301029996,1,0.477121255,0.477121255
libratom/libratom,aaa_numpy/numpy,1,62,1,0,3,1,1,2,4,0,0,0,0.301029996,0,0.602059991,0.301029996,0.301029996,0.477121255,0.698970004
libratom/libratom,aaa_numpy/numpy,1,66,1,0,3,1,1,2,4,0,0,0,0.301029996,0,0.602059991,0.301029996,0.301029996,0.477121255,0.698970004
libratom/libratom,aaa_numpy/numpy,1,69,9,0,5,3,5,5,4,0,0,0,1,0,0.77815125,0.602059991,0.77815125,0.77815125,0.698970004
libratom/libratom,aaa_numpy/numpy,1,76,4,1,4,2,6,7,4,0,0,0,0.698970004,0.301029996,0.698970004,0.477121255,0.84509804,0.903089987,0.698970004
libratom/libratom,aaa_numpy/numpy,1,98,4,2,8,4,4,4,2,2,0,1,0.698970004,0.477121255,0.954242509,0.698970004,0.698970004,0.698970004,0.477121255
libratom/libratom,psf/requests,1,21,3,0,7,2,6,6,2,0,1,0,0.602059991,0,0.903089987,0.477121255,0.84509804,0.84509804,0.477121255
lmtortelli/kaucherpy,aaa_numpy/numpy,0,192,0,0,1,0,1,0,3,0,0,0,0,0,0.301029996,0,0.301029996,0,0.602059991
loudml/loudml-python,aio-libs/aiohttp,1,125,0,1,2,1,5,0,5,0,0,0,0,0.301029996,0.477121255,0.301029996,0.77815125,0,0.77815125
loudml/loudml-python,aio-libs/aiohttp,1,137,0,1,2,1,5,0,5,0,0,0,0,0.301029996,0.477121255,0.301029996,0.77815125,0,0.77815125
lucaionescu/mini-yahoo-finance-api,pandas-dev/pandas,0,710,1,0,3,2,2,0,3,0,0,0,0.301029996,0,0.602059991,0.477121255,0.477121255,0,0.602059991
luckystarufo/pySINDy,aaa_numpy/numpy,0,192,2,2,1,0,1,1,3,0,0,0,0.477121255,0.477121255,0.301029996,0,0.301029996,0.301029996,0.602059991
luckystarufo/pySINDy,aaa_numpy/numpy,0,351,5,2,2,1,1,4,3,1,0,1,0.77815125,0.477121255,0.477121255,0.301029996,0.301029996,0.698970004,0.602059991
luiscberrocal/django-test-tools,psf/requests,1,268,0,0,2,0,4,0,2,0,1,0,0,0,0.477121255,0,0.698970004,0,0.477121255
luiscberrocal/django-test-tools,psf/requests,1,93,0,0,2,0,5,1,2,0,1,0,0,0,0.477121255,0,0.77815125,0.301029996,0.477121255
lyft/amundsencommon,pallets/flask,0,1002,2,7,9,0,12,6,1,0,1,0,0.477121255,0.903089987,1,0,1.113943352,0.84509804,0.301029996
mail-ru-im/bot-python,psf/requests,1,168,4,1,4,2,0,0,1,0,1,0,0.698970004,0.301029996,0.698970004,0.477121255,0,0,0.301029996
mail-ru-im/bot-python,psf/requests,1,376,3,2,4,2,1,2,2,0,1,0,0.602059991,0.477121255,0.698970004,0.477121255,0.301029996,0.477121255,0.477121255
materialsproject/fireworks,pallets/flask,0,1002,6,4,6,6,2,0,1,0,1,0,0.84509804,0.698970004,0.84509804,0.84509804,0.477121255,0,0.301029996
materialsproject/fireworks,pallets/flask,0,598,8,10,14,4,11,0,4,0,1,0,0.954242509,1.041392685,1.176091259,0.698970004,1.079181246,0,0.698970004
matijakolaric-com/django-music-publisher,django/django,0,361,3,2,4,2,3,1,3,3,1,1,0.602059991,0.477121255,0.698970004,0.477121255,0.602059991,0.301029996,0.602059991
mcbarlowe/nba_scraper,aaa_numpy/numpy,0,192,4,0,1,0,1,0,3,0,0,0,0.698970004,0,0.301029996,0,0.301029996,0,0.602059991
mcdallas/wallstreet,scipy/scipy,1,371,65,8,4,2,0,0,2,0,0,0,1.819543936,0.954242509,0.698970004,0.477121255,0,0,0.477121255
meltygroup/kisee,aio-libs/aiohttp,1,5,0,0,2,0,4,2,1,0,0,0,0,0,0.477121255,0,0.698970004,0.477121255,0.301029996
mitre/thumbtack,pallets/flask,1,1,0,0,2,6,15,0,4,0,1,0,0,0,0.477121255,0.84509804,1.204119983,0,0.698970004
mitre/thumbtack,pallets/flask,1,277,0,0,3,0,13,0,4,0,1,0,0,0,0.602059991,0,1.146128036,0,0.698970004
mitre/thumbtack,pallets/flask,1,279,0,0,3,0,13,0,4,0,1,0,0,0,0.602059991,0,1.146128036,0,0.698970004
mitre/thumbtack,psf/requests,1,4,2,1,1,0,11,2,2,0,1,0,0.477121255,0.301029996,0.301029996,0,1.079181246,0.477121255,0.477121255
molssi-seamm/seamm,aaa_numpy/numpy,1,264,0,0,5,0,8,4,2,0,0,0,0,0,0.77815125,0,0.954242509,0.698970004,0.477121255
molssi-seamm/seamm,aaa_numpy/numpy,1,683,0,0,2,0,0,1,3,0,0,0,0,0,0.477121255,0,0,0.301029996,0.602059991
molssi-seamm/seamm,aaa_numpy/numpy,1,759,0,0,2,0,0,1,3,0,0,0,0,0,0.477121255,0,0,0.301029996,0.602059991
molssi-seamm/seamm,pandas-dev/pandas,1,211,0,1,7,3,8,9,4,0,0,0,0,0.301029996,0.903089987,0.602059991,0.954242509,1,0.698970004
molssi-seamm/seamm,pandas-dev/pandas,1,221,0,0,5,0,8,4,2,0,0,0,0,0,0.77815125,0,0.954242509,0.698970004,0.477121255
molssi-seamm/seamm,pandas-dev/pandas,1,611,0,0,4,0,5,5,2,1,0,1,0,0,0.698970004,0,0.77815125,0.77815125,0.477121255
mozilla-releng/balrog,pallets/flask,0,1002,1,0,11,6,110,1,1,0,1,0,0.301029996,0,1.079181246,0.84509804,2.045322979,0.301029996,0.301029996
mozilla-releng/balrog,pallets/flask,0,598,1,0,6,1,183,0,4,0,1,0,0.301029996,0,0.84509804,0.301029996,2.264817823,0,0.698970004
mozilla/treeherder,aio-libs/aiohttp,0,798,8,14,36,7,145,0,5,0,0,0,0.954242509,1.176091259,1.568201724,0.903089987,2.164352856,0,0.77815125
mozilla/treeherder,aio-libs/aiohttp,0,810,8,14,36,7,145,0,5,0,0,0,0.954242509,1.176091259,1.568201724,0.903089987,2.164352856,0,0.77815125
mozilla/treeherder,django/django,0,879,9,3,41,15,202,0,4,8,1,1,1,0.602059991,1.62324929,1.204119983,2.307496038,0,0.698970004
mozilla/treeherder,django/django,0,971,10,21,57,41,307,0,3,0,1,0,1.041392685,1.342422681,1.763427994,1.62324929,2.488550717,0,0.602059991
mrooney/mintapi,aaa_numpy/numpy,0,700,30,14,28,13,3,0,4,0,0,0,1.491361694,1.176091259,1.462397998,1.146128036,0.602059991,0,0.698970004
mrooney/mintapi,aaa_numpy/numpy,0,789,45,12,14,7,5,0,2,0,0,0,1.662757832,1.113943352,1.176091259,0.903089987,0.77815125,0,0.477121255
nateraw/BeautifulSauce,aaa_numpy/numpy,0,192,0,0,1,0,1,0,3,0,0,0,0,0,0.301029996,0,0.301029996,0,0.602059991
ncgr/aakbar,aaa_numpy/numpy,0,192,0,0,1,0,1,0,3,0,0,0,0,0,0.301029996,0,0.301029996,0,0.602059991
ncgr/aakbar,aaa_numpy/numpy,1,23,0,0,2,0,32,1,3,0,0,0,0,0,0.477121255,0,1.51851394,0.301029996,0.602059991
ncgr/aakbar,aaa_numpy/numpy,1,42,0,0,2,0,32,1,3,0,0,0,0,0,0.477121255,0,1.51851394,0.301029996,0.602059991
ncgr/aakbar,aaa_numpy/numpy,1,732,0,0,2,0,15,0,4,0,0,0,0,0,0.477121255,0,1.204119983,0,0.698970004
ncgr/aakbar,aaa_numpy/numpy,1,780,0,0,2,0,15,0,4,0,0,0,0,0,0.477121255,0,1.204119983,0,0.698970004
ncgr/aakbar,matplotlib/matplotlib,0,505,0,0,1,0,6,0,1,0,0,0,0,0,0.301029996,0,0.84509804,0,0.301029996
ncgr/aakbar,matplotlib/matplotlib,1,327,0,0,2,0,15,0,2,0,0,0,0,0,0.477121255,0,1.204119983,0,0.477121255
ncgr/aakbar,matplotlib/matplotlib,1,327,0,0,2,0,15,0,2,1,0,1,0,0,0.477121255,0,1.204119983,0,0.477121255
ncgr/aakbar,matplotlib/matplotlib,1,56,0,0,2,0,32,1,3,0,0,0,0,0,0.477121255,0,1.51851394,0.301029996,0.602059991
ncgr/aakbar,matplotlib/matplotlib,1,87,0,0,2,0,32,1,3,0,0,0,0,0,0.477121255,0,1.51851394,0.301029996,0.602059991
ncgr/aakbar,mwaskom/seaborn,1,2,0,0,2,0,15,0,1,0,0,0,0,0,0.477121255,0,1.204119983,0,0.301029996
ncgr/aakbar,pandas-dev/pandas,0,503,0,0,1,0,6,0,4,0,0,0,0,0,0.301029996,0,0.84509804,0,0.698970004
ncgr/aakbar,pandas-dev/pandas,1,364,0,0,1,1,13,0,3,0,0,0,0,0,0.301029996,0.301029996,1.146128036,0,0.602059991
ncgr/aakbar,pandas-dev/pandas,1,425,0,0,2,0,15,0,2,1,0,1,0,0,0.477121255,0,1.204119983,0,0.477121255
needlehaystack/needlestack,aaa_numpy/numpy,0,192,0,0,1,0,1,0,3,0,0,0,0,0,0.301029996,0,0.301029996,0,0.602059991
nesdis/djongo,django/django,1,174,109,24,66,34,9,1,4,8,1,1,2.041392685,1.397940009,1.826074803,1.544068044,1,0.301029996,0.698970004
nesdis/djongo,django/django,1,266,97,21,88,36,14,1,3,0,1,0,1.991226076,1.342422681,1.949390007,1.568201724,1.176091259,0.301029996,0.602059991
netbek/chrys,matplotlib/matplotlib,1,87,0,0,2,0,3,1,1,0,0,0,0,0,0.477121255,0,0.602059991,0.301029996,0.301029996
nicfit/TopFM,aio-libs/aiohttp,0,798,1,0,2,0,31,0,5,0,0,0,0.301029996,0,0.477121255,0,1.505149978,0,0.77815125
nicfit/TopFM,aio-libs/aiohttp,0,810,1,0,2,0,31,0,5,0,0,0,0.301029996,0,0.477121255,0,1.505149978,0,0.77815125
nicfit/TopFM,psf/requests,0,536,0,0,1,0,2,0,1,0,1,0,0,0,0.301029996,0,0.477121255,0,0.301029996
nicfit/TopFM,psf/requests,0,744,1,0,2,0,31,0,2,0,1,0,0.301029996,0,0.477121255,0,1.505149978,0,0.477121255
nickromano/product-release-notes,django/django,0,150,0,0,2,0,9,0,2,2,1,1,0,0,0.477121255,0,1,0,0.477121255
nickromano/product-release-notes,django/django,1,0,0,0,2,0,10,1,3,2,1,1,0,0,0.477121255,0,1.041392685,0.301029996,0.602059991
nickromano/product-release-notes,django/django,1,0,0,0,2,0,5,0,3,0,1,0,0,0,0.477121255,0,0.77815125,0,0.602059991
nickromano/product-release-notes,django/django,1,0,0,0,2,0,5,0,3,1,1,1,0,0,0.477121255,0,0.77815125,0,0.602059991
nickromano/product-release-notes,django/django,1,0,0,0,2,0,5,0,3,2,1,1,0,0,0.477121255,0,0.77815125,0,0.602059991
nickromano/product-release-notes,django/django,1,0,0,0,2,0,9,0,3,0,1,0,0,0,0.477121255,0,1,0,0.602059991
nickromano/product-release-notes,django/django,1,0,0,0,2,0,9,0,3,1,1,1,0,0,0.477121255,0,1,0,0.602059991
nickromano/product-release-notes,django/django,1,0,0,0,3,0,8,0,5,1,1,1,0,0,0.602059991,0,0.954242509,0,0.77815125
nickromano/product-release-notes,django/django,1,0,2,1,2,1,6,0,4,0,1,0,0.477121255,0.301029996,0.477121255,0.301029996,0.84509804,0,0.698970004
nickromano/product-release-notes,django/django,1,0,2,1,2,1,6,0,4,2,1,1,0.477121255,0.301029996,0.477121255,0.301029996,0.84509804,0,0.698970004
nickromano/product-release-notes,django/django,1,1,0,0,2,0,6,0,3,2,1,1,0,0,0.477121255,0,0.84509804,0,0.602059991
nickromano/product-release-notes,django/django,1,1,0,0,2,0,9,0,3,2,1,1,0,0,0.477121255,0,1,0,0.602059991
nickromano/product-release-notes,django/django,1,1,0,0,2,0,9,1,3,2,1,1,0,0,0.477121255,0,1,0.301029996,0.602059991
nickromano/product-release-notes,django/django,1,1,2,1,2,1,6,0,4,2,1,1,0.477121255,0.301029996,0.477121255,0.301029996,0.84509804,0,0.698970004
nickromano/product-release-notes,django/django,1,10,0,0,2,0,9,0,2,1,1,1,0,0,0.477121255,0,1,0,0.477121255
nickromano/product-release-notes,django/django,1,13,1,0,2,0,9,0,2,2,1,1,0.301029996,0,0.477121255,0,1,0,0.477121255
nickromano/product-release-notes,django/django,1,208,0,0,1,0,9,0,3,1,1,1,0,0,0.301029996,0,1,0,0.602059991
nickromano/product-release-notes,django/django,1,45,1,0,2,0,9,0,2,2,1,1,0.301029996,0,0.477121255,0,1,0,0.477121255
nickromano/product-release-notes,django/django,1,53,0,0,2,0,9,1,3,3,1,1,0,0,0.477121255,0,1,0.301029996,0.602059991
nickromano/product-release-notes,django/django,1,7,0,0,1,0,9,0,3,3,1,1,0,0,0.301029996,0,1,0,0.602059991
nickromano/product-release-notes,django/django,1,81,0,0,1,0,12,0,4,9,1,1,0,0,0.301029996,0,1.113943352,0,0.698970004
nickromano/product-release-notes,psf/requests,1,15,1,0,2,0,9,0,2,0,1,0,0.301029996,0,0.477121255,0,1,0,0.477121255
nishaq503/CHESS,aaa_numpy/numpy,0,1095,0,0,4,0,2,6,3,0,0,0,0,0,0.698970004,0,0.477121255,0.84509804,0.602059991
nitxiodev/python-bloomfilter,aaa_numpy/numpy,0,192,0,0,1,0,1,0,3,0,0,0,0,0,0.301029996,0,0.301029996,0,0.602059991
nucypher/nucypher,aio-libs/aiohttp,0,102,18,2,11,8,17,0,2,0,0,0,1.278753601,0.477121255,1.079181246,0.954242509,1.255272505,0,0.477121255
nucypher/nucypher,pallets/flask,1,133,23,14,23,23,28,2,1,0,1,0,1.380211242,1.176091259,1.380211242,1.380211242,1.462397998,0.477121255,0.301029996
nucypher/nucypher,pallets/flask,1,365,34,14,21,36,67,6,4,0,1,0,1.544068044,1.176091259,1.342422681,1.568201724,1.832508913,0.84509804,0.698970004
nucypher/nucypher,pallets/flask,1,367,34,14,21,36,67,6,4,0,1,0,1.544068044,1.176091259,1.342422681,1.568201724,1.832508913,0.84509804,0.698970004
nucypher/nucypher,pallets/flask,1,37,18,2,11,8,17,0,4,0,1,0,1.278753601,0.477121255,1.079181246,0.954242509,1.255272505,0,0.698970004
nucypher/nucypher,pallets/flask,1,4,27,31,57,151,147,0,1,0,1,0,1.447158031,1.505149978,1.763427994,2.181843588,2.170261715,0,0.301029996
oceanprotocol/aquarius,aio-libs/aiohttp,1,6,3,3,17,17,49,0,2,0,0,0,0.602059991,0.602059991,1.255272505,1.255272505,1.698970004,0,0.477121255
oceanprotocol/aquarius,pallets/flask,1,4,2,8,14,10,52,0,1,0,1,0,0.477121255,0.954242509,1.176091259,1.041392685,1.72427587,0,0.301029996
oceanprotocol/aquarius,pallets/flask,1,5,3,3,17,17,49,0,4,0,1,0,0.602059991,0.602059991,1.255272505,1.255272505,1.698970004,0,0.698970004
oceanprotocol/aquarius,pallets/flask,1,67,3,3,16,24,50,0,4,0,1,0,0.602059991,0.602059991,1.230448921,1.397940009,1.707570176,0,0.698970004
oceanprotocol/aquarius,pallets/flask,1,69,3,3,16,24,50,0,4,0,1,0,0.602059991,0.602059991,1.230448921,1.397940009,1.707570176,0,0.698970004
oceanprotocol/aquarius,pallets/flask,1,7,3,3,17,17,49,0,4,0,1,0,0.602059991,0.602059991,1.255272505,1.255272505,1.698970004,0,0.698970004
oceanprotocol/aquarius,pallets/flask,1,7,7,3,14,10,50,0,1,0,1,0,0.903089987,0.602059991,1.176091259,1.041392685,1.707570176,0,0.301029996
odero/django-pesapal,django/django,1,262,1,1,2,0,0,0,5,1,1,1,0.301029996,0.301029996,0.477121255,0,0,0,0.77815125
oduwsdl/ipwb,pallets/flask,1,283,15,5,3,4,3,1,4,0,1,0,1.204119983,0.77815125,0.602059991,0.698970004,0.602059991,0.301029996,0.698970004
oduwsdl/ipwb,pallets/flask,1,687,28,9,7,21,28,3,1,0,1,0,1.462397998,1,0.903089987,1.342422681,1.462397998,0.602059991,0.301029996
onecodex/onecodex,matplotlib/matplotlib,0,927,2,1,9,3,9,3,2,0,0,0,0.477121255,0.301029996,1,0.602059991,1,0.602059991,0.477121255
onecodex/onecodex,matplotlib/matplotlib,0,927,2,1,9,3,9,3,2,1,0,1,0.477121255,0.301029996,1,0.602059991,1,0.602059991,0.477121255
openstax/response-validator,aaa_numpy/numpy,0,192,0,0,1,0,1,0,3,0,0,0,0,0,0.301029996,0,0.301029996,0,0.602059991
openstax/response-validator,aaa_numpy/numpy,0,351,0,0,2,0,1,0,3,1,0,1,0,0,0.477121255,0,0.301029996,0,0.602059991
openstax/response-validator,aaa_numpy/numpy,1,173,0,0,1,0,2,0,2,0,0,0,0,0,0.301029996,0,0.477121255,0,0.477121255
openstax/response-validator,aaa_numpy/numpy,1,174,0,0,2,0,2,0,4,0,0,0,0,0,0.477121255,0,0.477121255,0,0.698970004
openstax/response-validator,aaa_numpy/numpy,1,185,0,0,2,0,2,0,4,0,0,0,0,0,0.477121255,0,0.477121255,0,0.698970004
openstax/response-validator,aaa_numpy/numpy,1,257,0,0,3,0,1,0,4,0,0,0,0,0,0.602059991,0,0.301029996,0,0.698970004
openstax/response-validator,pallets/flask,0,278,0,0,2,0,1,0,3,0,1,0,0,0,0.477121255,0,0.301029996,0,0.602059991
openstax/response-validator,pallets/flask,0,320,0,0,2,0,1,0,3,0,1,0,0,0,0.477121255,0,0.301029996,0,0.602059991
openstax/response-validator,pallets/flask,1,209,0,0,1,0,2,0,4,0,1,0,0,0,0.301029996,0,0.477121255,0,0.698970004
openstax/response-validator,pallets/flask,1,211,0,0,1,0,2,0,4,0,1,0,0,0,0.301029996,0,0.477121255,0,0.698970004
openstax/response-validator,pandas-dev/pandas,0,343,0,0,2,0,1,0,2,0,0,0,0,0,0.477121255,0,0.301029996,0,0.477121255
openstax/response-validator,pandas-dev/pandas,0,384,0,0,2,0,2,0,2,0,0,0,0,0,0.477121255,0,0.477121255,0,0.477121255
openstax/response-validator,pandas-dev/pandas,1,241,0,0,1,0,2,0,2,0,0,0,0,0,0.301029996,0,0.477121255,0,0.477121255
openstax/response-validator,scikit-learn/scikit-learn,0,233,0,0,1,0,1,0,2,0,0,0,0,0,0.301029996,0,0.301029996,0,0.477121255
openstax/response-validator,scikit-learn/scikit-learn,0,371,0,0,2,0,2,0,2,1,0,1,0,0,0.477121255,0,0.477121255,0,0.477121255
openstax/response-validator,scikit-learn/scikit-learn,1,225,0,0,1,0,2,0,1,0,0,0,0,0,0.301029996,0,0.477121255,0,0.301029996
openstax/response-validator,scipy/scipy,1,173,0,0,1,0,2,0,2,0,0,0,0,0,0.301029996,0,0.477121255,0,0.477121255
openstax/response-validator,scipy/scipy,1,263,0,0,3,0,1,0,2,0,0,0,0,0,0.602059991,0,0.301029996,0,0.477121255
orionw/configtune,aaa_numpy/numpy,0,192,0,0,1,0,1,0,3,0,0,0,0,0,0.301029996,0,0.301029996,0,0.602059991
osanj/lava,aaa_numpy/numpy,0,192,0,0,1,0,1,0,3,0,0,0,0,0,0.301029996,0,0.301029996,0,0.602059991
osantana/quickstartup,django/django,0,634,0,0,2,0,4,0,5,7,1,1,0,0,0.477121255,0,0.698970004,0,0.77815125
osantana/quickstartup,django/django,0,680,0,0,2,0,1,0,3,2,1,1,0,0,0.477121255,0,0.301029996,0,0.602059991
osantana/quickstartup,django/django,1,199,0,0,1,1,0,4,4,2,1,1,0,0,0.301029996,0.301029996,0,0.698970004,0.698970004
osantana/quickstartup,django/django,1,3,0,0,1,1,0,4,4,8,1,1,0,0,0.301029996,0.301029996,0,0.698970004,0.698970004
osantana/quickstartup,django/django,1,37,0,0,1,1,0,4,4,2,1,1,0,0,0.301029996,0.301029996,0,0.698970004,0.698970004
osantana/quickstartup,django/django,1,66,0,2,5,2,2,1,3,1,1,1,0,0.477121255,0.77815125,0.477121255,0.477121255,0.301029996,0.602059991
pa-yourserveradmin-com/toggl2pl,pallets/flask,0,598,0,0,1,0,3,0,4,0,1,0,0,0,0.301029996,0,0.602059991,0,0.698970004
patrickschu/textgrid-convert,aaa_numpy/numpy,0,192,2,0,2,0,3,1,3,0,0,0,0.477121255,0,0.477121255,0,0.602059991,0.301029996,0.602059991
patrickschu/textgrid-convert,aaa_numpy/numpy,0,351,0,0,2,5,0,0,3,1,0,1,0,0,0.477121255,0.77815125,0,0,0.602059991
patrickschu/textgrid-convert,pandas-dev/pandas,0,103,0,0,2,3,1,1,2,0,0,0,0,0,0.477121255,0.602059991,0.301029996,0.301029996,0.477121255
patrickschu/textgrid-convert,pandas-dev/pandas,0,122,0,0,2,3,1,1,2,0,0,0,0,0,0.477121255,0.602059991,0.301029996,0.301029996,0.477121255
payscale/fables,pandas-dev/pandas,0,1024,0,1,2,3,2,1,4,0,0,0,0,0.301029996,0.477121255,0.602059991,0.477121255,0.301029996,0.698970004
payscale/fables,pandas-dev/pandas,1,5,0,1,2,3,2,1,4,0,0,0,0,0.301029996,0.477121255,0.602059991,0.477121255,0.301029996,0.698970004
pbylicki/rfhub2,psf/requests,1,14,2,0,9,4,36,2,2,0,1,0,0.477121255,0,1,0.698970004,1.568201724,0.477121255,0.477121255
pengyang486868/trainutils,aaa_numpy/numpy,0,192,0,0,1,0,1,0,3,0,0,0,0,0,0.301029996,0,0.301029996,0,0.602059991
pirates-of-the-SEAS/cs207-FinalProject,aaa_numpy/numpy,0,192,0,0,1,0,2,0,3,0,0,0,0,0,0.301029996,0,0.477121255,0,0.602059991
